,win,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
9718,0,1.2,5.5,13.0,1.15,6.75,16.0,1.15,5.7,14.0,1.14,7.0,11.0
9719,1,1.22,6.0,13.0,1.2,6.0,12.5,1.2,5.0,12.0,1.2,5.0,11.0
9720,1,1.17,7.0,15.0,1.15,7.0,15.0,1.22,5.8,8.0,1.14,7.0,15.0
9721,1,1.13,8.5,17.0,1.13,7.25,17.5,1.15,5.7,14.0,1.14,6.0,13.0
9722,1,1.22,6.0,12.0,1.22,5.75,11.5,1.25,4.6,10.5,1.22,5.0,10.0
9723,1,1.57,3.8,6.0,1.5,4.2,5.75,1.5,3.8,5.5,1.57,3.8,5.2
9724,0,1.17,6.5,19.0,1.16,7.0,12.0,1.2,5.2,11.0,1.16,6.0,17.0
9725,1,2.38,3.25,3.0,2.25,3.3,3.0,2.4,3.1,2.8,2.3,3.0,2.9
9726,1,1.22,6.5,11.0,1.22,6.0,11.0,1.17,5.7,12.0,1.22,5.5,12.0
9727,1,1.17,7.0,15.0,1.15,7.0,14.5,1.15,6.0,13.0,1.15,6.5,17.0
9728,1,1.22,5.5,17.0,1.22,5.75,12.0,1.2,5.2,11.0,1.22,5.25,13.0
9729,1,1.4,4.5,8.0,1.42,4.1,7.5,1.4,4.0,6.5,1.45,3.9,6.5
9730,1,1.2,6.0,15.0,1.18,6.0,15.0,1.15,6.0,13.0,1.2,5.75,15.0
9731,1,1.25,5.0,15.0,1.25,5.25,11.0,1.25,4.8,9.5,1.25,5.0,13.0
9732,0,1.22,6.0,11.0,1.22,5.5,12.5,1.2,5.2,11.0,1.22,5.5,12.0
9733,1,1.25,5.5,12.0,1.22,5.75,11.0,1.22,5.0,10.0,1.25,5.25,11.0
9734,0,1.13,8.5,17.0,1.14,7.0,16.0,1.15,6.0,13.0,1.15,6.5,18.0
9735,1,1.29,5.0,12.0,1.25,5.5,10.0,1.25,4.8,9.5,1.28,5.0,9.5
9736,1,1.25,5.5,12.0,1.25,5.5,10.0,1.3,4.4,8.5,1.22,4.8,11.0
9737,1,1.25,5.5,12.0,1.2,6.0,12.0,1.25,4.8,9.5,1.25,4.75,12.0
9738,1,1.13,8.5,17.0,1.14,7.25,14.5,1.12,6.5,14.0,1.13,6.5,19.0
9739,1,1.33,4.75,9.5,1.33,4.6,9.0,1.35,4.2,7.5,1.33,4.25,9.0
9740,1,1.18,6.5,15.0,1.15,7.0,15.5,1.15,6.0,13.0,1.15,6.0,20.0
9741,1,1.17,7.0,15.0,1.16,6.5,15.0,1.2,5.2,11.0,1.15,6.0,18.0
9742,1,1.22,5.75,13.0,1.22,5.75,11.5,1.2,5.2,11.0,1.22,5.2,13.0
9743,1,1.4,4.33,8.0,1.45,4.0,7.0,1.45,3.9,6.0,1.5,3.9,6.5
9744,1,1.22,6.0,12.0,1.18,6.0,15.5,1.2,5.2,11.0,1.2,5.5,15.0
9745,1,1.14,7.5,17.0,1.13,7.5,15.5,1.12,6.5,14.0,1.14,6.0,19.0
9746,0,1.8,3.5,4.5,1.78,3.6,4.1,1.8,3.2,4.0,1.8,3.25,4.33
9747,0,2.4,3.3,2.88,2.4,3.25,2.8,2.3,3.1,2.9,2.3,3.1,3.0
9748,1,1.05,13.0,26.0,1.05,11.0,26.0,1.05,9.0,20.0,1.06,8.0,36.0
9749,1,1.17,7.5,13.0,1.17,7.0,12.5,1.17,5.7,12.0,1.15,6.0,17.0
9750,1,1.2,6.0,15.0,1.22,5.75,11.5,1.2,5.2,11.0,1.21,5.25,13.0
9751,1,1.2,6.5,13.0,1.18,6.25,14.0,1.17,5.7,12.0,1.2,5.5,15.0
9752,1,1.33,4.5,11.0,1.28,5.25,9.25,1.27,4.6,9.0,1.3,4.6,10.0
9753,1,1.3,5.5,9.0,1.3,5.0,9.0,1.3,4.8,8.5,1.3,4.75,9.5
9754,1,1.14,7.5,19.0,1.17,6.25,14.5,1.2,5.5,12.0,1.18,6.5,21.0
9755,1,1.17,6.5,19.0,1.16,7.5,17.5,1.15,6.2,14.0,1.2,6.0,17.0
9756,1,1.29,4.5,15.0,1.28,5.0,10.5,1.25,5.0,10.0,1.3,5.0,11.0
9757,1,1.33,5.0,9.0,1.33,5.0,8.0,1.2,5.5,12.0,1.3,5.0,10.0
9758,1,1.17,6.5,19.0,1.19,6.0,14.0,1.17,5.8,13.0,1.2,6.0,17.0
9759,2,2.15,3.1,3.5,2.3,3.2,3.3,2.15,3.2,3.2,2.3,3.2,3.2
9760,1,1.13,8.0,21.0,1.12,8.0,16.0,1.12,7.0,14.0,1.13,8.5,23.0
9761,1,1.11,8.0,26.0,1.11,8.0,18.0,1.1,7.5,16.0,1.12,9.0,26.0
9762,1,1.53,3.75,7.0,1.57,4.0,6.25,1.55,3.7,5.4,1.57,3.8,6.0
9763,1,1.2,6.0,15.0,1.18,5.75,16.5,1.17,5.8,13.0,1.18,6.0,15.0
9764,1,1.14,7.5,17.0,1.12,7.75,17.0,1.11,7.5,16.0,1.11,9.5,26.0
9765,1,1.11,9.0,19.0,1.11,7.75,19.0,1.1,7.5,16.0,1.15,8.0,21.0
9766,1,1.1,9.0,21.0,1.12,8.0,15.5,1.1,7.5,16.0,1.13,9.0,23.0
9767,1,1.25,5.5,13.0,1.25,5.25,11.0,1.25,5.0,10.0,1.25,5.5,13.0
9768,1,1.25,5.5,13.0,1.25,5.25,11.5,1.15,6.2,14.0,1.25,5.75,12.0
9769,2,2.2,3.2,3.4,2.2,3.1,3.4,2.1,3.2,3.4,2.15,3.1,3.5
9770,1,1.25,5.25,10.0,1.25,5.15,9.75,1.22,4.8,11.0,1.22,5.0,10.0
9771,0,1.25,5.5,12.0,1.2,5.2,13.0,1.2,5.0,12.0,1.17,6.0,10.0
9772,1,1.2,6.0,11.0,1.2,5.2,13.0,1.2,5.0,12.0,1.2,5.5,11.0
9773,1,1.83,3.2,4.33,1.75,3.25,4.5,1.85,3.0,4.2,1.83,3.2,3.75
9774,0,1.2,5.5,13.0,1.2,5.2,13.0,1.2,5.0,12.0,1.2,5.0,11.0
9775,1,1.29,4.5,11.0,1.27,4.5,11.0,1.2,5.0,12.0,1.22,5.0,9.0
9776,1,1.33,4.5,8.5,1.3,4.45,9.5,1.3,4.6,8.0,1.29,4.5,8.0
9777,1,2.45,3.1,2.9,2.45,2.95,2.8,2.2,3.0,3.1,2.25,3.2,2.75
9778,1,1.83,3.5,4.33,1.8,3.3,4.2,1.8,3.1,4.2,1.83,3.2,3.75
9779,1,1.14,7.0,19.0,1.12,6.75,17.0,1.15,5.7,14.0,1.12,6.5,13.0
9780,1,1.14,7.0,19.0,1.12,6.5,19.0,1.15,5.7,14.0,1.12,6.5,13.0
9781,1,1.17,6.75,17.0,1.14,6.25,16.0,1.2,5.0,12.0,1.17,6.0,10.0
9782,1,1.11,8.0,23.0,1.11,7.25,16.5,1.12,6.0,16.0,1.12,6.5,13.0
9783,1,1.14,7.5,17.0,1.14,6.25,16.0,1.12,6.0,16.0,1.12,6.5,13.0
9784,1,1.18,6.5,13.0,1.16,5.75,15.5,1.17,5.4,13.0,1.12,6.5,12.0
9785,1,1.2,5.5,13.0,1.2,5.5,12.0,1.17,5.4,13.0,1.17,5.5,12.0
9786,1,1.25,5.5,12.0,1.2,5.75,11.0,1.2,5.0,12.0,1.22,5.0,10.0
9787,1,1.14,7.5,16.0,1.18,6.0,11.5,1.17,5.4,13.0,1.12,6.5,13.0
9788,1,1.6,3.6,6.0,1.5,3.9,5.5,1.5,3.5,6.3,1.53,3.6,5.0
9789,0,1.22,6.0,12.0,1.22,5.75,9.25,1.15,5.7,14.0,1.17,6.0,10.0
9790,1,1.57,3.8,6.0,1.57,3.6,5.5,1.6,3.4,5.2,1.62,3.25,5.0
9791,1,1.17,6.5,17.0,1.15,6.0,16.0,1.15,5.7,14.0,1.17,5.5,12.0
9792,1,1.2,6.25,13.0,1.18,5.5,14.0,1.2,5.0,12.0,1.17,5.5,12.0
9793,1,1.4,4.5,8.0,1.44,4.1,7.0,1.45,3.6,7.0,1.4,3.75,7.0
9794,1,1.22,6.0,13.0,1.22,5.5,12.5,1.17,5.4,13.0,1.2,5.0,11.0
9795,1,1.14,7.5,17.0,1.14,6.75,18.5,1.15,5.7,14.0,1.12,6.5,13.0
9796,1,1.3,5.5,9.0,1.22,5.5,13.0,1.2,5.0,12.0,1.2,5.5,9.0
9797,1,1.11,9.0,19.0,1.15,6.5,17.0,1.17,5.4,13.0,1.12,6.5,13.0
9798,1,1.17,7.0,16.0,1.16,7.0,13.5,1.15,5.7,14.0,1.14,6.0,13.0
9799,1,1.13,8.5,17.0,1.12,7.25,20.0,1.12,6.0,16.0,1.1,7.0,15.0
9800,0,1.14,8.0,15.0,1.14,6.75,18.5,1.12,6.0,16.0,1.1,7.5,17.0
9801,1,1.17,7.0,15.0,1.18,6.0,15.0,1.15,5.7,14.0,1.12,6.0,15.0
9802,1,1.14,7.5,17.0,1.12,7.25,20.0,1.12,6.0,16.0,1.1,7.0,15.0
9803,1,1.67,3.6,5.25,1.72,3.5,4.75,1.7,3.3,4.5,1.53,3.4,5.5
9804,1,1.14,7.0,21.0,1.14,6.75,18.5,1.12,6.0,16.0,1.17,6.0,17.0
9805,0,1.83,3.75,4.0,1.85,3.8,4.1,1.8,3.1,4.2,1.8,3.2,4.33
9806,1,1.14,7.0,19.0,1.15,6.2,20.0,1.15,5.7,14.0,1.12,6.0,15.0
9807,1,1.13,8.0,21.0,1.14,7.0,16.5,1.17,5.4,13.0,1.1,6.5,17.0
9808,1,1.1,9.0,26.0,1.11,7.75,20.0,1.11,6.5,17.0,1.1,7.0,15.0
9809,1,1.18,7.0,14.0,1.16,7.0,13.5,1.15,5.7,14.0,1.17,6.0,11.0
9810,1,1.2,6.5,13.0,1.17,6.25,15.0,1.17,5.4,13.0,1.16,6.0,11.0
9811,1,1.2,6.5,13.0,1.15,7.0,15.0,1.12,6.0,16.0,1.14,7.0,15.0
9812,0,1.1,10.0,13.0,1.1,9.0,16.5,1.1,6.5,17.0,1.1,8.0,17.0
9813,1,1.25,5.5,12.0,1.22,5.5,12.5,1.25,4.6,10.5,1.22,5.0,10.0
9814,1,1.22,6.0,12.0,1.19,6.25,12.5,1.17,5.4,13.0,1.2,5.5,10.0
9815,1,1.25,5.25,13.0,1.22,5.75,11.5,1.2,5.0,12.0,1.2,5.0,11.0
9816,1,1.44,4.33,7.0,1.35,4.5,8.5,1.4,3.7,7.5,1.44,4.2,6.5
9817,1,1.13,9.0,15.0,1.08,8.5,26.0,1.1,6.5,17.0,1.12,8.0,13.0
9818,1,2.0,3.6,3.5,1.87,3.6,3.7,1.9,3.3,4.0,2.0,3.2,3.5
9819,1,1.17,7.0,15.0,1.14,6.75,18.0,1.12,6.0,16.0,1.14,6.0,13.0
9820,1,1.53,3.8,6.5,1.53,4.1,7.0,1.55,3.6,5.5,1.5,3.6,5.5
9821,1,1.2,6.0,15.0,1.22,5.5,12.5,1.22,4.8,11.0,1.18,5.5,11.0
9822,1,1.17,7.0,15.0,1.15,6.75,15.5,1.12,6.0,16.0,1.14,6.0,13.0
9823,0,1.25,6.0,10.0,1.22,6.0,11.0,1.2,5.2,11.0,1.22,5.5,12.0
9824,1,1.57,3.75,6.0,1.6,3.9,5.0,1.6,3.6,4.8,1.61,3.5,5.25
9825,1,1.08,9.0,29.0,1.08,9.0,23.0,1.1,7.0,15.0,1.08,9.5,26.0
9826,1,1.11,8.5,21.0,1.11,7.75,20.0,1.12,6.5,14.0,1.11,8.0,26.0
9827,1,1.17,7.0,17.0,1.17,6.5,13.5,1.2,5.2,11.0,1.18,6.0,15.0
9828,1,1.17,7.5,13.0,1.14,7.0,15.5,1.15,6.0,13.0,1.15,6.5,18.0
9829,2,1.44,4.2,7.5,1.44,4.1,7.0,1.35,4.2,7.5,1.4,4.0,7.0
9830,1,1.18,6.5,15.0,1.2,6.0,12.5,1.2,5.2,11.0,1.16,6.0,18.0
9831,1,1.17,7.0,15.0,1.18,6.0,15.5,1.15,6.0,13.0,1.15,6.5,21.0
9832,1,1.25,5.5,12.0,1.28,5.0,10.5,1.25,4.8,9.5,1.25,4.8,12.0
9833,1,1.25,5.0,15.0,1.26,5.25,10.5,1.2,5.2,11.0,1.22,5.0,13.0
9834,1,1.73,3.75,4.5,1.62,3.8,5.0,1.7,3.4,4.3,1.66,3.5,4.6
9835,1,1.14,7.5,17.0,1.17,7.0,12.5,1.15,6.0,13.0,1.15,7.0,19.0
9836,1,1.18,6.5,15.0,1.17,6.5,13.5,1.17,5.7,12.0,1.18,6.0,16.0
9837,1,1.57,3.75,6.0,1.62,4.0,4.75,1.55,3.7,5.0,1.6,3.75,5.0
9838,1,1.17,6.5,17.0,1.19,6.25,13.0,1.2,5.2,11.0,1.18,5.5,15.0
9839,1,1.25,5.5,12.0,1.25,5.25,11.0,1.25,4.8,9.5,1.28,4.75,11.0
9840,2,1.83,3.6,4.2,1.87,3.4,4.0,1.9,3.45,3.8,1.83,3.3,4.2
9841,1,1.1,9.0,23.0,1.1,9.75,14.0,1.1,7.0,15.0,1.09,7.0,29.0
9842,1,1.18,6.5,15.0,1.18,6.25,13.5,1.17,5.7,12.0,1.15,6.0,18.0
9843,1,1.2,6.0,15.0,1.18,6.0,14.5,1.17,5.7,12.0,1.21,5.2,14.0
9844,1,1.2,6.0,15.0,1.22,6.0,12.5,1.25,4.8,9.5,1.21,5.2,14.0
9845,1,1.67,3.75,5.0,1.67,3.6,5.0,1.65,3.5,4.5,1.65,3.4,5.25
9846,1,1.13,7.5,23.0,1.11,8.0,19.5,1.12,6.5,14.0,1.11,6.5,23.0
9847,1,1.18,7.0,13.0,1.14,6.75,17.0,1.15,6.0,13.0,1.17,5.75,16.0
9848,1,1.08,10.0,26.0,1.08,8.5,29.0,1.12,6.5,14.0,1.09,7.5,31.0
9849,1,1.14,7.5,19.0,1.19,6.25,13.0,1.17,5.7,12.0,1.18,5.5,17.0
9850,1,1.06,12.0,26.0,1.06,11.0,21.0,1.05,9.0,20.0,1.07,8.0,34.0
9851,1,1.06,11.0,26.0,1.05,12.0,23.0,1.15,6.0,13.0,1.06,8.5,29.0
9852,0,1.14,7.5,17.0,1.13,7.25,17.5,1.17,5.7,12.0,1.12,6.5,21.0
9853,1,1.44,4.0,8.0,1.5,4.0,6.25,1.45,3.9,6.0,1.45,3.75,7.5
9854,1,1.25,5.25,13.0,1.28,5.25,9.5,1.25,4.8,9.5,1.28,4.6,10.0
9855,1,1.18,6.5,15.0,1.18,5.75,16.0,1.2,5.5,12.0,1.17,6.5,15.0
9856,1,1.18,7.0,13.0,1.18,6.5,13.0,1.17,5.8,13.0,1.18,7.0,15.0
9857,1,1.18,6.5,15.0,1.18,6.5,13.0,1.15,6.2,14.0,1.2,6.0,17.0
9858,1,1.14,7.0,21.0,1.14,6.75,19.5,1.15,6.2,14.0,1.15,7.0,23.0
9859,0,1.18,6.5,15.0,1.22,6.0,11.0,1.17,5.8,13.0,1.22,6.0,15.0
9860,1,1.17,6.5,17.0,1.19,6.0,13.5,1.2,5.5,12.0,1.2,6.5,17.0
9861,2,1.17,6.5,19.0,1.16,6.25,16.0,1.15,6.2,14.0,1.17,7.5,19.0
9862,1,1.2,6.5,13.0,1.16,6.5,16.0,1.17,5.8,13.0,1.18,6.5,19.0
9863,1,1.17,7.0,15.0,1.12,7.5,19.0,1.12,7.0,14.0,1.14,8.0,23.0
9864,2,1.1,9.0,23.0,1.1,8.0,21.0,1.07,7.5,20.0,1.1,10.0,34.0
9865,1,1.17,6.5,17.0,1.16,6.0,19.5,1.17,5.8,13.0,1.17,6.0,19.0
9866,1,1.29,5.5,10.0,1.22,5.5,13.5,1.27,5.0,9.0,1.25,5.5,13.0
9867,2,3.25,3.1,2.3,3.1,3.1,2.3,2.6,3.2,2.5,3.0,3.2,2.4
9868,1,1.29,5.5,9.5,1.28,5.5,8.25,1.33,4.6,7.8,1.3,5.0,11.0
9869,1,2.0,3.2,4.0,2.0,3.3,4.2,2.0,3.2,3.7,1.95,3.3,4.0
9870,1,1.14,7.0,21.0,1.16,6.0,19.5,1.17,5.8,13.0,1.17,7.0,21.0
9871,0,1.33,4.75,9.5,1.33,4.6,9.25,1.35,4.5,7.3,1.33,5.0,9.0
9872,2,2.7,3.4,2.5,2.7,3.4,2.5,2.7,3.4,2.4,2.87,3.3,2.4
9873,1,7.0,4.33,1.44,5.75,4.6,1.48,7.0,4.0,1.45,6.5,4.33,1.5
9874,2,2.4,3.3,2.9,2.3,3.4,2.95,2.1,3.3,3.3,2.25,3.5,3.0
9875,2,3.5,3.3,2.1,3.3,3.4,2.15,3.0,3.3,2.25,3.4,3.4,2.1
9876,1,4.0,3.4,1.91,4.0,3.7,1.83,3.5,3.4,2.0,4.0,3.4,1.9
9877,2,10.0,5.5,1.29,9.25,5.75,1.28,7.3,4.4,1.4,8.5,5.5,1.3
9878,1,2.75,3.3,2.5,2.65,3.3,2.6,2.6,3.2,2.6,2.62,3.25,2.62
9879,0,4.0,3.5,1.91,3.0,3.5,1.87,4.0,3.45,1.85,4.0,3.6,1.85
9880,0,3.8,3.6,1.91,3.9,3.7,1.85,3.6,3.45,1.95,4.0,3.5,1.9
9881,1,3.4,3.4,2.1,3.25,3.4,2.15,2.9,3.3,2.3,3.2,3.4,2.2
9882,1,2.5,3.3,2.75,2.6,3.3,2.65,2.4,3.3,2.75,2.62,3.3,2.6
9883,2,2.7,3.4,2.5,2.7,3.5,2.45,2.65,3.3,2.5,2.7,3.3,2.6
9884,2,6.5,5.0,1.4,7.25,4.6,1.4,6.1,4.0,1.5,7.5,5.0,1.36
9885,2,2.75,3.5,2.4,2.6,3.7,2.4,2.4,3.5,2.65,2.87,3.4,2.37
9886,0,2.7,3.25,2.6,2.75,3.3,2.65,2.65,3.3,2.5,2.7,3.2,2.6
9887,2,4.0,3.5,1.91,3.6,3.7,1.95,3.6,3.3,2.0,3.5,3.4,2.05
9888,2,4.75,3.6,1.73,4.6,3.9,1.7,4.5,3.5,1.75,4.5,3.75,1.72
9889,1,1.91,3.4,4.0,1.9,3.4,3.8,1.75,3.5,4.6,1.73,3.1,4.5
9890,1,2.1,3.2,3.6,2.05,3.3,3.45,2.1,3.3,3.35,2.1,3.2,3.0
9891,2,4.0,3.4,1.85,3.95,3.3,1.9,3.5,3.4,2.0,3.5,3.2,1.91
9892,1,1.53,3.75,7.0,1.45,3.85,7.5,1.45,4.0,7.0,1.5,3.5,6.0
9893,1,1.62,3.6,5.75,1.6,3.65,5.5,1.6,3.6,5.6,1.57,3.5,5.0
9894,2,1.67,3.6,5.25,1.62,3.7,5.25,1.6,3.6,5.6,1.57,3.5,5.0
9895,2,2.1,3.3,3.5,2.0,3.3,3.6,2.0,3.3,3.6,2.0,3.2,3.2
9896,0,2.0,3.4,3.8,2.05,3.35,3.4,2.0,3.3,3.6,1.83,3.2,3.75
9897,0,1.91,3.4,4.0,1.9,3.3,3.95,1.9,3.3,3.7,1.8,3.2,4.0
9898,2,2.4,3.3,2.88,2.35,3.25,2.85,2.3,3.3,2.7,2.25,3.2,2.75
9899,1,3.75,3.4,2.0,3.55,3.45,1.95,3.4,3.5,1.9,3.2,3.2,2.0
9900,0,2.1,3.3,3.5,2.05,3.25,3.5,2.0,3.2,3.4,2.0,3.2,3.2
9901,1,2.25,3.25,3.2,2.15,3.15,3.35,2.0,3.3,3.3,2.2,3.3,3.3
9902,1,2.2,3.2,3.4,2.1,3.2,3.4,1.85,3.4,3.8,2.2,3.3,3.25
9903,0,2.05,3.25,3.75,2.0,3.25,3.65,1.85,3.4,3.8,1.91,3.4,4.0
9904,2,13.0,6.5,1.2,12.0,6.0,1.2,10.0,5.0,1.25,15.0,6.0,1.2
9905,0,3.5,3.3,2.1,3.25,3.25,2.15,2.75,3.3,2.3,3.25,3.25,2.25
9906,1,3.5,3.3,2.1,3.45,3.3,2.05,3.2,3.2,2.1,3.0,3.2,2.1
9907,0,7.5,4.5,1.4,6.75,4.6,1.4,6.5,3.9,1.45,9.0,4.5,1.36
9908,1,2.2,3.25,3.25,2.1,3.25,3.35,1.9,3.3,3.7,2.2,3.2,3.4
9909,2,2.1,3.4,3.4,2.0,3.1,3.9,1.9,3.3,3.7,2.1,3.3,3.5
9910,0,2.25,3.2,3.25,2.25,3.2,3.1,2.2,3.2,3.0,2.2,3.2,2.8
9911,1,2.3,3.2,3.1,2.3,3.0,3.2,2.1,3.3,3.1,2.38,3.25,3.0
9912,1,2.1,3.25,3.5,2.15,3.1,3.4,2.1,3.2,3.2,2.2,3.3,3.3
9913,2,3.3,3.4,2.15,3.25,3.25,2.15,2.75,3.3,2.3,3.3,3.3,2.2
9914,1,2.25,3.4,3.1,2.2,3.4,3.0,2.2,3.4,2.8,2.38,3.3,2.9
9915,2,1.44,4.2,6.0,1.42,4.6,6.15,1.4,3.8,7.0,1.5,3.6,5.5
9916,2,2.1,3.3,3.5,2.05,3.25,3.5,2.05,3.2,3.3,2.0,3.4,3.75
9917,0,2.3,3.2,3.2,2.25,3.2,3.1,2.2,3.2,3.0,2.38,3.2,3.0
9918,1,2.63,3.3,2.63,2.5,3.1,2.8,2.4,3.1,2.8,2.62,3.3,2.62
9919,1,2.0,3.4,3.75,1.95,3.4,3.8,2.2,3.2,3.0,2.1,3.25,3.3
9920,1,1.95,3.3,4.0,1.95,3.4,3.8,2.0,3.4,3.5,2.05,3.4,3.5
9921,2,2.05,3.4,3.5,2.1,3.4,3.7,2.0,3.4,3.5,2.1,3.4,3.4
9922,2,2.1,3.4,3.4,2.1,3.3,3.4,2.15,3.3,3.2,2.2,3.4,3.2
9923,0,2.2,3.3,3.25,2.3,3.2,3.1,2.3,3.3,2.9,2.3,3.4,3.0
9924,1,3.0,3.4,2.3,3.0,3.25,2.35,3.3,3.3,2.1,3.2,3.4,2.2
9925,2,2.88,3.2,2.5,2.85,3.4,2.4,2.9,3.3,2.3,2.9,3.3,2.37
9926,2,2.0,3.3,3.8,2.05,3.3,3.6,2.15,3.2,3.3,2.15,3.4,3.2
9927,2,8.5,5.0,1.33,8.25,5.0,1.34,8.0,5.0,1.33,7.5,5.5,1.33
9928,0,2.3,3.3,3.1,2.35,3.2,3.1,2.4,3.3,2.75,2.4,3.3,2.87
9929,1,2.25,3.4,3.1,2.3,3.25,3.1,2.15,3.3,3.2,2.3,3.3,3.1
9930,0,2.2,3.2,3.4,2.25,3.25,3.4,2.0,3.3,3.3,2.2,3.25,3.3
9931,1,1.95,3.5,3.75,1.95,3.5,3.75,1.85,3.45,4.0,2.0,3.4,3.6
9932,0,2.1,3.4,3.4,2.1,3.3,3.5,2.1,3.3,3.3,2.15,3.4,3.25
9933,0,3.4,3.4,2.1,3.4,3.5,2.05,3.0,3.4,2.2,3.4,3.4,2.1
9934,1,1.57,4.0,5.5,1.62,3.9,5.0,1.65,3.6,5.1,1.62,4.0,5.0
9935,2,2.6,3.5,2.6,2.55,3.8,2.4,2.2,4.0,2.6,2.62,3.5,2.5
9936,2,2.6,3.3,2.63,2.65,3.3,2.75,2.55,3.2,2.55,2.7,3.25,2.25
9937,2,10.0,5.0,1.3,8.5,5.5,1.3,9.0,5.0,1.3,8.5,5.0,1.3
9938,2,2.2,3.1,3.5,2.3,3.1,3.2,2.2,3.2,3.2,2.25,3.2,3.5
9939,0,3.4,3.25,2.15,3.0,3.4,2.25,2.9,3.3,2.3,3.4,3.3,2.15
9940,2,3.6,3.25,2.1,3.1,3.25,2.3,2.9,3.3,2.3,3.4,3.2,2.25
9941,1,2.25,3.2,3.4,2.3,3.3,3.0,2.1,3.3,3.3,2.25,3.1,3.5
9942,1,3.2,3.1,2.4,2.9,3.2,2.4,2.9,3.3,2.3,3.25,3.1,2.38
9943,2,15.0,7.5,1.18,13.0,6.25,1.2,12.0,5.5,1.22,15.0,7.0,1.18
9944,0,2.25,3.3,3.2,2.35,3.25,3.0,2.2,3.3,3.1,2.2,3.25,3.4
9945,0,2.2,3.2,3.4,2.3,3.2,3.1,2.2,3.2,3.2,2.25,3.1,3.4
9946,1,2.15,3.25,3.6,2.15,3.1,3.5,2.1,3.2,3.4,2.15,3.1,3.75
9947,2,3.3,3.2,2.3,3.1,3.2,2.3,2.75,3.2,2.5,3.2,3.2,2.3
9948,2,3.8,3.4,2.05,3.4,3.25,2.15,3.6,3.3,2.0,3.6,3.4,2.05
9949,0,2.6,3.25,2.8,2.5,3.2,2.8,2.3,3.2,3.0,2.5,3.25,2.8
9950,0,1.75,3.4,5.5,1.7,3.6,5.0,1.7,3.6,4.7,1.75,3.5,4.75
9951,2,4.5,3.5,1.85,4.75,3.5,1.85,4.0,3.45,1.85,5.0,3.5,1.75
9952,1,1.75,3.6,4.75,1.75,3.7,4.33,1.75,3.5,4.5,1.73,3.75,4.75
9953,2,9.5,6.0,1.25,9.75,5.5,1.33,7.2,5.0,1.35,9.0,5.5,1.3
9954,2,2.05,3.4,3.6,2.1,3.3,3.4,2.0,3.3,3.6,2.1,3.3,3.6
9955,1,4.5,3.4,1.83,4.0,3.4,1.91,3.8,3.45,1.9,4.0,3.6,1.9
9956,0,2.5,3.2,3.0,2.55,3.1,2.8,2.6,3.2,2.6,2.62,3.2,2.8
9957,0,5.5,3.4,1.7,5.75,3.6,1.7,4.5,3.5,1.75,5.5,3.5,1.75
9958,1,3.3,3.4,2.2,3.1,3.3,2.25,2.9,3.3,2.3,3.1,3.5,2.15
9959,0,3.0,3.3,2.4,3.0,3.4,2.4,2.65,3.3,2.5,2.88,3.5,2.3
9960,1,2.0,3.3,4.0,2.0,3.3,3.7,2.0,3.3,3.6,1.95,3.3,4.0
9961,2,2.7,3.2,2.7,2.85,3.0,2.75,2.6,3.2,2.6,2.7,3.1,2.62
9962,0,2.25,3.3,3.3,2.25,3.3,3.3,2.4,3.3,2.75,2.15,3.25,3.4
9963,0,1.91,3.6,4.0,1.85,3.5,4.1,1.9,3.45,3.8,1.85,3.5,4.0
9964,0,1.8,3.5,4.75,1.8,3.4,4.5,1.9,3.45,3.8,1.75,3.4,5.0
9965,2,1.8,3.5,4.75,1.8,3.4,4.5,1.8,3.5,4.2,1.8,3.4,4.75
9966,0,2.5,3.1,3.0,2.6,3.1,2.75,2.5,3.3,2.65,2.5,3.0,2.9
9967,1,1.91,3.4,4.33,1.83,3.4,4.4,1.85,3.45,4.0,1.85,3.4,4.2
9968,2,2.05,3.3,3.6,2.1,3.3,3.4,2.1,3.1,3.5,2.1,3.2,3.6
9969,2,13.0,7.0,1.2,10.5,6.5,1.22,9.0,5.0,1.3,13.0,7.0,1.2
9970,2,2.3,3.3,3.2,2.25,3.4,3.25,2.1,3.3,3.3,2.2,3.3,3.2
9971,2,13.0,8.0,1.18,11.5,6.5,1.2,10.0,7.0,1.2,11.0,7.0,1.22
9972,2,2.05,3.1,4.2,2.05,3.3,3.6,2.0,3.3,3.6,2.05,3.25,4.0
9973,1,2.1,3.3,3.75,2.1,3.25,3.5,2.1,3.3,3.3,2.15,3.25,3.75
9974,0,2.7,3.1,2.8,2.75,2.95,2.9,2.6,3.2,2.6,2.62,3.0,2.75
9975,2,1.85,3.5,4.0,1.75,3.4,4.6,1.9,3.3,3.9,1.8,3.3,3.75
9976,1,3.75,3.6,1.91,3.75,3.3,1.95,3.5,3.4,2.0,3.2,3.2,2.0
9977,1,2.0,3.4,3.75,2.0,3.45,3.8,2.0,3.3,3.6,1.91,3.4,4.0
9978,0,1.8,3.4,4.75,1.75,3.35,4.75,1.85,3.5,3.8,1.8,3.3,3.75
9979,2,2.8,3.4,2.4,2.9,3.35,2.45,3.1,3.3,2.2,2.75,3.25,2.2
9980,1,3.1,3.25,2.3,3.25,3.25,2.15,2.9,3.3,2.3,2.75,3.25,2.2
