,win,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
0,1,7.0,4.0,1.5,6.5,4.1,1.42,5.0,3.7,1.5,5.5,3.6,1.5
1,0,2.3,3.3,3.1,2.35,3.25,2.9,2.3,3.2,2.7,2.2,3.2,2.8
2,1,2.6,3.4,2.6,2.55,3.2,2.65,2.5,3.2,2.5,2.38,3.3,2.5
3,2,4.75,3.6,1.75,4.33,3.6,1.75,4.1,3.3,1.75,4.33,3.4,1.67
4,0,2.9,3.3,2.4,2.9,3.25,2.35,2.6,3.1,2.3,2.5,3.2,2.5
5,1,6.0,3.8,1.57,5.25,3.8,1.6,4.5,3.3,1.65,5.0,3.5,1.57
6,0,2.75,3.3,2.5,2.85,3.3,2.35,2.5,3.2,2.5,2.5,3.25,2.4
7,2,3.0,3.4,2.3,2.85,3.2,2.4,2.7,3.2,2.3,2.5,3.25,2.4
8,2,6.0,4.0,1.53,6.0,4.1,1.5,5.0,3.7,1.5,5.5,3.6,1.5
9,2,3.0,3.4,2.3,2.95,3.25,2.3,3.1,3.2,2.1,2.75,3.2,2.25
10,0,2.2,3.4,3.2,2.35,3.25,2.9,2.2,3.2,2.9,2.1,3.2,3.0
11,1,2.25,3.3,2.88,2.2,3.4,3.0,2.3,3.2,2.7,2.3,3.25,2.62
12,2,3.1,3.3,2.3,3.1,3.4,2.15,2.7,3.2,2.3,2.5,3.3,2.38
13,1,2.4,3.4,2.8,2.4,3.3,2.75,2.4,3.2,2.6,2.25,3.25,2.7
14,0,3.6,3.5,2.0,4.0,3.5,1.85,3.6,3.3,1.85,3.25,3.4,1.91
15,1,4.75,3.6,1.73,3.75,3.8,1.75,4.3,3.4,1.7,4.33,3.5,1.73
16,1,2.3,3.5,2.9,2.3,3.25,2.8,2.2,3.2,2.9,2.25,3.4,2.8
17,0,2.5,3.4,2.7,2.4,3.3,2.6,2.3,3.2,2.7,2.5,3.25,2.6
18,2,2.1,3.5,3.25,2.1,3.2,3.2,2.0,3.3,3.2,2.1,3.25,3.2
19,0,3.4,3.5,2.05,2.9,3.3,2.2,3.5,3.3,1.9,3.2,3.25,2.1
20,0,3.8,3.6,1.91,3.5,3.6,1.87,3.5,3.3,1.9,3.5,3.5,1.91
21,0,1.91,3.6,3.75,1.9,3.25,3.75,1.9,3.3,3.5,1.83,3.5,4.0
22,2,2.8,3.25,2.5,2.6,3.25,2.45,2.55,3.3,2.45,2.62,3.1,2.37
23,1,1.91,3.6,3.8,1.91,3.2,3.8,2.0,3.3,3.2,1.9,3.2,3.5
24,0,2.1,3.5,3.3,2.05,3.3,3.25,1.9,3.3,3.5,2.0,3.3,3.1
25,2,4.0,3.5,1.91,3.6,3.4,1.9,3.6,3.4,1.85,3.6,3.4,1.9
26,1,2.6,3.4,2.6,2.65,3.25,2.4,2.5,3.2,2.5,2.5,3.25,2.5
27,0,5.5,3.75,1.62,5.5,4.0,1.5,4.8,3.7,1.55,5.0,3.8,1.57
28,2,2.8,3.4,2.4,2.65,3.25,2.4,2.6,3.2,2.4,2.6,3.25,2.5
29,1,2.0,3.5,3.6,1.95,3.4,3.4,2.0,3.2,3.3,1.91,3.4,3.5
30,0,1.95,3.6,3.6,1.95,3.5,3.7,2.0,3.3,3.6,1.91,3.6,3.8
31,2,1.8,3.75,4.2,1.75,3.7,4.33,1.75,3.5,4.5,1.75,3.6,4.33
32,2,5.0,3.6,1.7,4.6,3.75,1.72,5.1,3.6,1.65,4.5,3.75,1.73
33,2,3.4,3.4,2.1,3.1,3.4,2.2,3.1,3.3,2.2,3.25,3.4,2.15
34,1,1.91,3.6,3.8,1.9,3.6,3.75,1.9,3.45,3.8,1.85,3.6,3.8
35,2,5.25,4.2,1.57,6.25,3.9,1.53,5.6,3.9,1.55,6.0,4.2,1.53
36,1,2.7,3.4,2.5,2.8,3.4,2.4,2.75,3.3,2.4,2.62,3.3,2.5
37,1,2.1,3.4,3.4,2.1,3.4,3.3,2.2,3.3,3.1,2.1,3.3,3.4
38,2,3.4,3.5,2.05,3.2,3.5,2.1,3.3,3.3,2.1,3.3,3.5,2.1
39,0,2.15,3.3,3.4,2.35,3.25,3.0,2.4,3.3,2.75,2.25,3.3,3.1
40,1,2.3,3.5,2.88,2.25,3.3,3.1,2.3,3.3,2.9,2.3,3.4,2.9
41,2,3.4,3.4,2.1,3.4,3.6,2.0,4.0,3.45,1.85,3.3,3.5,2.0
42,1,2.9,3.3,2.38,3.2,3.3,2.2,2.9,3.3,2.3,3.0,3.4,2.3
43,1,2.05,3.6,3.4,2.1,3.5,3.2,2.1,3.3,3.3,2.1,3.4,3.4
44,2,2.63,3.3,2.6,2.65,3.25,2.6,2.65,3.3,2.5,2.6,3.3,2.62
45,0,2.38,3.1,2.88,2.45,2.9,2.85,2.4,3.0,2.8,2.38,3.2,2.6
46,1,2.3,3.1,3.2,2.4,3.0,2.85,2.2,2.9,3.2,2.2,3.1,2.88
47,1,2.63,3.0,2.63,2.65,2.9,2.65,2.6,2.9,2.6,2.75,3.2,2.25
48,0,4.5,3.4,1.83,4.2,3.25,1.8,3.4,3.1,2.0,3.75,3.2,1.83
49,2,1.91,3.3,4.2,1.9,3.15,3.85,1.8,3.0,4.4,1.8,3.1,4.0
50,0,2.0,3.2,3.6,2.2,2.9,3.3,2.3,2.8,3.1,2.1,3.1,3.1
51,2,2.2,3.2,3.4,2.2,3.0,3.2,2.0,3.1,3.4,2.1,3.0,3.2
52,1,1.95,3.2,4.1,1.9,3.15,3.85,1.9,3.1,3.8,2.0,3.0,3.5
53,0,3.0,3.0,2.5,2.8,3.0,2.45,2.7,3.0,2.5,2.75,3.2,2.25
54,0,2.1,3.2,3.6,2.15,3.0,3.3,2.1,2.9,3.4,2.0,3.2,3.2
55,0,2.63,3.0,2.88,2.45,3.0,2.8,2.4,2.9,2.9,2.4,3.2,2.5
56,1,2.3,3.1,3.2,2.2,2.85,3.4,2.1,2.9,3.4,2.1,3.0,3.2
57,0,4.2,3.3,1.91,4.0,3.25,1.85,3.8,3.2,1.85,3.75,3.2,1.83
58,2,7.0,4.33,1.44,7.5,4.25,1.37,7.5,3.7,1.4,7.0,3.75,1.4
59,2,3.25,3.2,2.1,3.75,3.0,2.0,3.5,3.0,2.0,3.0,3.2,2.1
60,2,2.1,3.25,3.5,2.05,3.0,3.6,2.1,3.1,3.2,2.0,3.1,3.3
61,0,2.4,3.1,3.1,2.3,3.0,3.0,2.1,2.9,3.4,2.5,3.1,2.5
62,0,5.25,3.4,1.73,4.6,3.6,1.65,4.3,3.2,1.75,4.0,3.4,1.73
63,1,2.4,3.1,3.1,2.35,2.9,3.0,2.4,2.9,2.9,2.2,3.2,2.8
64,0,3.0,3.25,2.38,3.0,3.1,2.25,3.1,3.0,2.2,2.6,3.2,2.38
65,1,2.1,3.1,3.75,2.05,3.0,3.6,2.0,3.0,3.6,2.0,3.2,3.2
66,1,1.95,3.2,4.2,1.9,3.15,3.9,2.1,3.0,3.3,2.0,3.2,3.2
67,0,2.4,3.1,3.0,2.25,2.95,3.2,2.3,3.0,2.9,2.2,3.1,2.88
68,0,11.0,4.5,1.33,10.0,4.75,1.3,8.5,4.4,1.3,10.0,5.0,1.22
69,2,2.3,3.2,3.2,2.2,3.0,3.4,2.2,3.0,3.1,2.1,3.0,3.2
70,2,5.0,3.5,1.73,4.75,3.35,1.75,4.0,3.0,1.9,4.0,3.1,1.8
71,1,2.3,3.2,3.1,2.5,2.95,2.95,2.3,2.9,3.0,2.25,3.2,2.75
72,0,5.5,3.6,1.67,5.5,3.6,1.62,4.5,3.3,1.7,4.5,3.25,1.67
73,2,2.3,3.2,3.2,2.15,3.1,3.4,2.3,2.9,3.0,2.1,3.0,3.2
74,0,2.2,3.2,3.4,2.2,3.0,3.4,2.25,2.9,3.1,2.2,3.0,3.0
75,0,2.3,3.1,3.3,2.35,3.0,3.1,2.3,2.8,3.1,2.2,3.0,3.0
76,0,2.5,3.0,3.0,2.5,3.0,2.9,2.4,2.9,2.9,2.3,2.9,2.88
77,0,8.5,4.33,1.4,7.75,4.25,1.4,7.5,3.7,1.4,7.0,3.75,1.4
78,2,2.4,3.1,3.1,2.35,3.0,3.1,2.2,2.9,3.2,2.25,3.0,2.88
79,0,2.7,3.2,2.6,2.7,2.95,2.7,2.7,2.7,2.7,2.62,2.88,2.5
80,2,1.91,3.25,4.33,1.91,3.1,4.25,1.9,3.1,3.9,1.91,3.2,4.0
81,1,2.3,3.1,3.2,2.3,3.0,3.2,2.2,3.0,3.1,2.1,3.0,3.2
82,1,2.9,3.2,2.45,2.9,3.0,2.5,2.8,2.9,2.5,2.5,3.1,2.5
83,1,2.5,3.0,3.0,2.4,3.0,3.0,2.1,2.9,3.4,2.0,3.1,3.3
84,0,2.1,3.1,3.75,2.1,3.1,3.6,2.1,2.9,3.4,2.1,3.0,3.2
85,2,3.75,3.3,2.0,3.8,3.3,1.95,3.2,3.1,2.1,3.25,3.0,2.1
86,0,2.6,3.2,2.75,2.65,2.9,2.8,2.4,3.0,2.8,2.5,3.1,2.5
87,2,2.0,3.3,3.8,2.0,3.0,4.0,2.0,2.9,3.7,1.9,3.2,3.75
88,2,5.5,3.8,1.62,4.75,3.7,1.67,4.5,3.3,1.7,4.33,3.4,1.72
89,2,3.5,3.1,2.2,3.3,3.0,2.25,3.0,3.1,2.2,3.0,3.2,2.1
90,2,13.0,5.25,1.25,12.5,5.5,1.22,10.0,4.8,1.25,11.0,5.0,1.25
91,2,2.38,3.1,3.1,2.4,2.95,3.1,2.3,3.1,2.8,2.37,3.1,2.9
92,1,2.4,3.25,2.9,2.5,3.25,2.7,2.3,3.1,2.8,2.5,3.1,2.62
93,2,9.0,5.0,1.33,9.0,4.5,1.34,8.0,4.0,1.35,8.0,4.33,1.3
94,2,2.5,3.2,2.88,2.4,2.95,3.1,2.3,2.9,3.0,2.38,3.0,2.75
95,0,2.2,3.2,3.4,2.15,3.2,3.3,2.2,3.0,3.1,2.25,3.0,2.88
96,1,2.0,3.4,3.75,2.05,3.2,3.6,2.0,3.0,3.6,1.91,3.2,3.4
97,2,2.9,3.1,2.5,2.6,3.2,2.6,2.6,3.0,2.6,2.9,2.9,2.45
98,2,3.6,3.3,2.05,3.3,3.2,2.15,3.2,3.1,2.1,3.6,3.0,2.05
99,2,13.0,5.25,1.25,12.5,5.0,1.25,9.0,5.0,1.25,13.0,5.5,1.22
100,1,2.9,3.1,2.5,3.1,3.1,2.3,2.6,3.1,2.5,2.9,2.9,2.4
101,2,4.2,3.25,1.91,4.0,3.2,1.95,3.2,3.1,2.1,4.33,3.0,1.85
102,0,3.75,3.4,2.0,3.7,3.25,2.0,3.3,3.2,2.0,3.6,3.1,2.0
103,1,2.6,3.2,2.7,2.65,3.1,2.6,2.6,3.0,2.6,2.6,3.0,2.6
104,1,2.9,3.1,2.5,2.75,3.2,2.5,2.7,3.1,2.4,2.87,2.9,2.5
105,0,2.7,3.1,2.7,2.6,3.0,2.75,2.6,3.0,2.6,2.62,2.87,2.7
106,0,5.0,3.4,1.75,4.5,3.3,1.8,3.6,3.2,1.9,4.8,3.1,1.75
107,2,5.25,3.6,1.67,4.75,3.5,1.7,4.0,3.2,1.8,5.0,3.3,1.66
108,1,5.5,3.8,1.62,5.5,3.9,1.55,5.0,3.7,1.55,5.0,3.6,1.61
109,2,7.0,4.0,1.5,6.5,4.0,1.48,5.5,3.8,1.5,6.5,3.8,1.45
110,2,3.8,3.3,2.0,3.9,3.25,1.95,3.3,3.2,2.0,3.9,3.1,1.9
111,1,2.6,3.1,2.8,2.55,2.9,2.9,2.4,3.1,2.7,2.55,2.9,2.7
112,0,2.8,3.1,2.6,2.95,2.95,2.35,2.6,3.0,2.6,3.0,3.0,2.38
113,1,2.75,3.0,2.75,2.7,2.95,2.7,2.65,2.9,2.65,2.5,2.9,2.62
114,1,2.3,3.1,3.25,2.2,3.1,3.3,2.2,2.8,3.3,2.2,3.0,3.0
115,0,2.25,3.2,3.25,2.25,3.0,3.3,2.1,3.0,3.3,2.1,3.0,3.2
116,2,12.0,5.5,1.25,9.5,4.75,1.31,8.5,4.4,1.3,10.0,4.5,1.25
117,0,2.38,3.1,3.1,2.35,3.0,3.1,2.2,2.8,3.3,2.38,3.0,2.7
118,0,2.4,3.1,3.1,2.5,3.0,2.9,2.4,2.9,2.9,2.2,3.0,3.0
119,2,6.0,3.75,1.57,6.0,3.75,1.55,7.5,3.7,1.4,6.0,3.4,1.5
120,2,2.4,3.1,3.1,2.35,3.0,3.1,2.3,2.9,3.0,2.25,3.0,2.88
121,1,2.38,3.1,3.1,2.45,3.0,2.95,2.3,3.1,2.8,2.2,3.0,3.0
122,0,2.7,3.0,2.75,2.7,2.95,2.7,2.5,3.0,2.7,2.62,3.1,2.38
123,0,15.0,6.0,1.2,13.5,5.75,1.2,12.0,5.0,1.2,11.0,5.0,1.2
124,0,2.9,3.1,2.5,2.9,3.0,2.5,2.7,3.0,2.5,2.75,3.2,2.25
125,2,7.5,3.8,1.5,7.5,3.9,1.45,7.0,3.6,1.45,5.5,3.3,1.57
126,2,2.4,3.1,3.1,2.45,3.1,2.95,2.4,3.1,2.8,2.38,3.0,2.75
127,1,2.6,3.1,2.8,2.75,3.1,2.6,2.6,3.05,2.6,2.5,3.1,2.5
128,1,2.75,3.0,2.75,2.7,3.0,2.7,2.55,3.05,2.65,2.5,3.0,2.6
129,1,2.25,3.1,3.4,2.2,3.2,3.3,2.2,3.0,3.2,2.2,3.0,3.0
130,1,3.2,3.0,2.38,3.3,3.1,2.25,2.9,3.2,2.25,3.0,3.0,2.2
131,1,2.2,3.2,3.4,2.15,3.1,3.4,2.2,3.1,3.1,2.1,3.2,3.1
132,0,2.8,3.0,2.7,2.9,3.1,2.65,2.6,3.05,2.6,2.6,3.0,2.5
133,1,3.25,3.2,2.25,3.2,3.1,2.3,3.3,3.1,2.1,3.5,3.2,1.91
134,1,2.1,3.25,3.5,2.2,3.0,3.5,2.1,3.1,3.3,2.05,3.0,3.4
135,2,1.83,3.4,4.5,1.8,3.4,4.5,1.85,3.4,3.8,1.83,3.2,3.75
136,2,3.75,3.3,2.0,3.5,3.1,2.15,3.2,3.2,2.1,3.2,3.0,2.1
137,2,2.75,3.2,2.6,2.7,3.1,2.65,2.5,3.1,2.7,2.6,3.0,2.5
138,1,2.5,3.1,2.9,2.55,3.1,2.85,2.5,3.15,2.65,2.5,3.0,2.6
139,2,3.25,3.3,2.2,2.95,3.25,2.35,2.85,3.15,2.3,2.88,3.0,2.25
140,1,2.0,3.3,3.8,1.95,3.3,3.9,2.0,3.2,3.4,1.83,3.3,3.6
141,2,2.5,3.25,2.8,2.6,3.1,2.75,2.6,3.1,2.6,2.5,3.25,2.38
142,2,1.91,3.25,4.33,1.88,3.1,4.6,2.0,3.2,3.4,1.8,3.2,4.0
143,0,3.8,3.1,2.1,3.7,3.2,2.05,3.4,3.2,2.0,3.6,3.2,2.1
144,2,2.1,3.2,3.6,2.05,3.2,3.7,2.2,3.0,3.2,2.1,3.2,3.6
145,2,2.75,3.2,2.6,2.8,3.1,2.55,2.8,3.1,2.4,2.5,3.2,2.5
146,2,3.6,3.2,2.1,3.4,3.2,2.15,3.45,3.15,2.1,3.5,3.2,2.15
147,0,3.6,3.2,2.1,3.7,3.1,2.1,3.2,3.2,2.2,3.4,3.25,2.2
148,0,2.1,3.2,3.6,2.0,3.2,3.9,1.9,3.35,3.9,2.1,3.25,3.5
149,1,1.83,3.4,4.5,1.85,3.25,4.5,1.8,3.4,4.35,1.83,3.4,4.5
150,2,1.83,3.4,4.5,1.78,3.5,4.6,1.9,3.35,3.9,1.85,3.4,4.33
151,0,2.0,3.2,4.0,1.87,3.4,4.25,2.0,3.25,3.7,2.1,3.2,3.6
152,0,3.5,3.2,2.15,3.6,3.2,2.1,3.45,3.15,2.1,3.6,3.2,2.1
153,2,2.9,3.1,2.5,2.95,3.0,2.55,2.8,3.1,2.5,3.0,3.2,2.4
154,1,2.1,3.2,3.6,2.2,3.2,3.4,2.0,3.3,3.6,2.25,3.0,3.5
155,0,3.6,3.2,2.1,3.6,3.25,2.05,3.2,3.2,2.1,3.5,3.3,2.05
156,0,2.0,3.1,4.2,2.0,3.2,4.0,2.0,3.2,3.75,2.05,3.2,3.8
157,1,2.5,3.1,2.9,2.55,3.1,2.85,2.5,3.2,2.75,2.5,3.2,2.8
158,2,4.75,3.75,1.7,5.0,3.6,1.7,5.3,3.5,1.65,5.0,3.75,1.66
159,1,2.55,3.1,2.88,2.8,2.9,2.7,2.6,3.2,2.6,2.9,3.1,2.5
160,1,1.67,3.75,5.0,1.6,3.75,5.5,1.6,3.6,5.0,1.73,3.5,5.0
161,1,2.3,3.2,3.2,2.2,3.25,3.25,2.1,3.1,3.3,2.25,3.1,2.88
162,0,2.5,3.1,2.9,2.5,3.1,2.85,2.5,3.1,2.7,2.5,3.0,3.0
163,2,2.63,3.1,2.8,2.65,3.0,2.75,2.5,3.1,2.8,2.62,3.1,2.8
164,0,2.15,3.1,3.6,2.2,3.1,3.5,2.2,3.15,3.25,2.15,3.2,3.5
165,2,2.25,3.2,3.25,2.4,3.2,3.0,2.3,3.1,3.1,2.37,3.25,3.0
166,1,2.6,3.1,2.8,2.7,2.95,2.8,2.6,3.2,2.6,2.7,3.1,2.7
167,2,2.1,3.2,3.6,2.2,3.0,3.6,2.15,3.2,3.3,2.1,3.2,3.6
168,1,8.5,5.0,1.33,9.25,4.75,1.33,7.5,4.6,1.37,9.5,4.75,1.33
169,0,2.1,3.1,3.75,2.1,3.1,3.7,2.1,3.2,3.4,2.1,3.2,3.75
170,2,3.6,3.1,2.15,3.3,3.4,2.15,3.45,3.15,2.1,3.4,3.25,2.15
171,0,1.73,3.5,5.0,1.75,3.6,4.6,1.8,3.4,4.35,1.83,3.4,4.5
172,0,3.8,3.1,2.1,3.8,3.2,2.05,3.75,3.2,2.0,3.75,3.1,2.1
173,1,2.2,3.1,3.5,2.25,3.2,3.5,2.3,3.1,3.1,2.25,3.1,3.4
174,2,2.15,3.1,3.6,2.15,3.2,3.5,2.1,3.15,3.45,2.2,3.1,3.5
175,2,2.38,3.1,3.1,2.5,3.0,3.0,2.5,3.2,2.75,2.37,3.2,3.0
176,1,4.2,3.2,1.95,4.33,3.4,1.85,3.75,3.2,2.0,4.2,3.25,1.9
177,1,1.91,3.25,4.2,1.9,3.1,4.5,2.0,3.2,3.75,1.95,3.3,4.0
178,2,3.5,3.2,2.15,3.5,3.25,2.1,3.2,3.2,2.2,3.5,3.1,2.2
179,1,1.73,3.5,5.0,1.8,3.2,5.0,1.6,3.6,5.5,1.8,3.4,4.6
180,1,3.25,3.2,2.25,3.4,3.25,2.15,3.3,3.1,2.2,3.4,3.25,2.15
181,0,2.2,3.3,3.25,2.15,3.25,3.4,2.3,3.1,3.1,2.25,3.25,3.2
182,0,2.5,3.1,2.9,2.45,3.0,3.1,2.5,3.1,2.8,2.5,3.25,2.8
183,2,2.38,3.2,3.0,2.5,3.2,3.1,2.3,3.1,3.1,2.3,3.1,3.2
184,2,2.5,3.2,2.88,2.75,3.1,2.85,2.5,3.15,2.75,2.6,3.1,2.8
185,1,2.4,3.1,3.1,2.5,3.0,2.95,2.5,3.15,2.75,2.5,3.0,3.0
186,1,2.2,3.1,3.6,2.25,3.0,3.4,2.2,3.1,3.3,2.2,3.1,3.5
187,2,3.5,3.3,2.15,3.3,3.1,2.25,3.2,3.1,2.25,3.4,3.2,2.2
188,0,2.7,3.1,2.8,2.75,3.2,2.8,2.5,3.1,2.8,2.6,3.2,2.7
189,1,2.5,3.2,2.9,2.6,3.0,2.85,2.6,3.2,2.6,2.5,3.1,2.9
190,2,2.9,3.1,2.6,2.8,3.1,2.7,2.6,3.2,2.6,2.75,3.1,2.62
191,1,2.63,3.25,2.75,2.65,3.1,2.7,2.4,3.15,2.9,2.45,3.2,2.9
192,2,4.2,3.1,2.05,3.9,3.1,2.05,3.5,3.1,2.1,4.1,3.1,2.0
193,0,9.0,4.6,1.36,9.0,4.75,1.4,7.5,4.6,1.37,9.0,4.5,1.36
194,1,3.0,3.1,2.55,2.9,2.9,2.6,2.7,3.0,2.7,2.8,3.1,2.6
195,2,3.25,3.1,2.4,2.95,3.0,2.5,2.9,3.15,2.4,3.0,3.0,2.5
196,2,2.0,3.2,4.0,2.1,3.1,3.7,2.1,3.0,3.6,2.05,3.2,3.75
197,2,2.1,3.3,3.75,2.15,3.25,3.4,2.1,3.15,3.45,2.1,3.2,3.6
198,2,4.2,3.5,1.91,4.0,3.4,1.91,3.8,3.45,1.9,4.2,3.4,1.91
199,2,3.8,3.1,2.1,3.2,3.2,2.25,3.45,3.15,2.1,3.5,3.1,2.2
200,1,2.1,3.25,3.6,2.25,3.3,3.4,2.3,3.1,3.1,2.2,3.2,3.4
201,1,2.38,3.1,3.1,2.4,3.0,3.1,2.3,3.1,3.1,2.37,3.1,3.1
202,0,3.0,3.0,2.38,3.2,3.0,2.3,2.85,3.0,2.55,2.88,3.0,2.25
203,2,3.0,3.1,2.45,2.9,3.0,2.5,2.6,3.0,2.7,2.8,3.0,2.3
204,2,3.75,3.0,2.15,3.9,3.2,1.95,3.3,3.1,2.2,3.2,3.0,2.1
205,2,2.4,3.1,3.1,2.35,3.1,3.0,2.3,3.2,3.0,2.4,3.0,2.7
206,0,7.5,4.2,1.44,7.25,4.3,1.4,7.0,4.0,1.45,7.0,3.75,1.4
207,1,3.1,3.0,2.45,2.9,3.1,2.4,2.8,3.1,2.5,2.8,3.0,2.3
208,0,2.9,3.0,2.6,2.75,3.05,2.55,2.6,3.1,2.65,2.6,3.0,2.5
209,2,6.5,4.0,1.5,6.85,4.05,1.45,6.5,3.9,1.45,6.0,3.75,1.44
210,0,2.75,3.1,2.65,2.45,3.1,2.85,2.4,3.05,2.8,2.5,2.9,2.6
211,2,2.75,3.0,2.75,2.65,3.1,2.65,2.4,3.2,2.7,2.5,2.9,2.6
212,1,3.25,3.1,2.3,2.85,3.5,2.25,2.9,3.0,2.4,3.0,2.88,2.25
213,0,2.38,3.0,3.2,2.25,3.2,3.2,2.4,3.2,2.7,2.3,3.25,3.0
214,2,4.0,3.4,1.91,3.7,3.3,2.0,3.3,3.3,2.0,3.8,3.3,1.95
215,1,2.5,3.1,2.9,2.6,3.05,2.8,2.4,3.2,2.7,2.5,3.2,2.7
216,0,4.0,3.4,1.91,4.1,3.4,1.95,3.4,3.2,2.0,4.0,3.4,1.91
217,2,2.9,3.1,2.5,3.0,3.1,2.4,2.55,3.2,2.55,2.75,3.1,2.5
218,2,8.5,4.33,1.4,8.25,4.0,1.43,6.5,3.9,1.45,8.0,4.0,1.44
219,2,2.63,3.1,2.75,2.65,3.1,2.7,2.5,3.2,2.6,2.5,3.2,2.8
220,0,2.6,3.2,2.75,2.6,3.1,2.75,2.5,3.1,2.7,2.5,3.1,2.75
221,0,2.38,3.1,3.1,2.35,3.2,3.0,2.15,3.2,3.1,2.3,3.2,3.1
222,0,2.6,3.3,2.63,2.6,3.25,2.65,2.4,3.2,2.7,2.62,3.2,2.7
223,1,5.0,3.5,1.73,4.85,3.6,1.7,4.3,3.4,1.75,4.33,3.4,1.85
224,2,12.0,5.5,1.25,11.0,5.25,1.27,10.0,5.0,1.25,11.0,5.0,1.29
225,1,2.0,3.3,3.8,2.05,3.25,3.65,1.9,3.2,3.8,1.9,3.4,3.75
226,1,6.0,3.6,1.62,5.75,3.6,1.62,4.4,3.5,1.7,5.5,3.5,1.67
227,0,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.1,3.1,2.25,3.2,3.2
228,2,2.0,3.3,3.8,2.1,3.2,3.55,2.1,3.2,3.2,2.1,3.2,3.5
229,0,2.4,3.2,3.0,2.4,3.15,2.95,2.3,3.1,2.9,2.4,3.2,2.9
230,1,3.25,3.25,2.2,3.2,3.3,2.05,2.85,3.3,2.1,3.0,3.2,2.1
231,0,2.38,3.3,2.9,2.4,3.15,2.7,2.5,3.2,2.5,2.5,3.2,2.5
232,1,2.9,3.3,2.4,2.65,3.15,2.45,2.5,3.2,2.4,2.6,3.25,2.3
233,2,3.6,3.5,2.0,3.8,3.35,1.85,3.1,3.3,2.0,3.4,3.25,1.91
234,2,3.1,3.4,2.2,3.2,3.2,2.1,2.5,3.1,2.4,2.62,3.2,2.3
235,1,1.91,3.4,4.0,1.88,3.3,3.75,1.85,3.3,3.5,1.83,3.3,3.6
236,2,2.7,3.1,2.5,2.65,3.15,2.45,2.4,3.2,2.5,2.5,3.2,2.5
237,2,4.75,3.6,1.73,4.5,3.5,1.65,4.0,3.3,1.7,3.75,3.5,1.73
238,2,4.5,3.5,1.7,4.5,3.4,1.7,4.4,3.5,1.6,4.0,3.2,1.8
239,0,2.5,3.2,2.6,2.55,3.3,2.45,2.5,3.2,2.5,2.3,3.3,2.6
240,0,6.0,4.0,1.53,5.5,3.6,1.55,5.0,3.7,1.5,5.5,4.0,1.44
241,2,5.25,3.6,1.67,5.0,3.8,1.57,4.3,3.4,1.65,4.5,3.5,1.62
242,2,3.0,3.4,2.3,2.85,3.2,2.3,2.65,3.1,2.3,2.6,3.2,2.38
243,2,3.5,3.3,2.1,3.2,3.2,2.1,3.1,3.2,2.0,2.88,3.3,2.1
244,1,2.8,3.25,2.5,2.85,3.0,2.55,2.6,3.0,2.6,2.8,3.0,2.4
245,2,4.0,3.4,1.91,4.6,3.3,1.8,3.8,3.4,1.85,4.2,3.4,1.85
246,1,2.1,3.0,4.0,2.15,3.0,3.5,2.1,3.1,3.3,2.15,3.1,3.6
247,1,9.0,5.0,1.33,9.0,5.0,1.3,8.5,4.8,1.3,11.0,4.75,1.3
248,1,2.25,3.0,3.5,2.15,3.0,3.6,1.9,3.3,3.7,2.3,2.9,3.5
249,1,3.1,3.1,2.38,2.9,2.85,2.6,2.6,3.0,2.6,2.9,3.1,2.5
250,2,2.3,3.3,3.1,2.25,3.1,3.2,2.4,3.2,2.7,2.38,3.1,3.1
251,0,2.6,3.0,2.9,2.75,3.0,2.8,2.6,3.0,2.6,2.7,2.9,2.9
252,0,2.9,3.1,2.5,2.75,3.1,2.55,2.5,3.1,2.7,2.75,3.2,2.62
253,0,2.25,3.1,3.4,2.25,3.1,3.2,2.3,3.1,2.9,2.3,3.1,3.25
254,0,2.9,3.1,2.5,2.95,3.05,2.4,2.7,3.1,2.5,2.9,2.9,2.4
255,2,2.6,3.1,2.8,2.75,2.95,2.65,2.6,3.0,2.6,2.62,3.0,2.8
256,1,2.5,3.2,2.8,2.5,3.0,2.85,2.3,3.1,2.9,2.5,3.3,2.8
257,2,2.45,3.1,3.0,2.35,3.1,3.0,2.2,3.2,3.0,2.5,3.2,2.8
258,0,2.6,3.1,2.8,2.5,3.0,2.9,2.6,3.0,2.6,2.62,2.9,2.9
259,0,10.0,4.75,1.33,10.0,5.0,1.33,7.3,4.5,1.35,9.5,4.75,1.36
260,2,11.0,5.0,1.29,9.0,5.25,1.28,12.0,5.5,1.2,11.0,5.0,1.3
261,1,3.4,3.3,2.2,3.7,3.3,2.15,3.2,3.2,2.2,3.5,3.25,2.1
262,1,4.2,3.4,1.95,4.0,3.25,1.95,3.9,3.35,1.9,4.33,3.4,1.85
263,0,2.8,3.2,2.6,2.8,3.2,2.5,2.7,3.1,2.6,2.7,3.1,2.62
264,0,2.5,3.0,3.1,2.6,3.0,3.0,2.5,3.0,2.9,2.5,2.9,3.0
265,1,3.25,3.3,2.3,3.25,3.25,2.3,3.2,3.2,2.2,3.1,3.25,2.3
266,0,2.05,3.2,4.0,2.15,3.2,3.4,2.0,3.2,3.75,2.1,3.2,3.6
267,2,2.4,3.2,3.1,2.5,3.1,2.85,2.4,3.15,2.9,2.4,3.0,3.1
