,win,home_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,away_team_api_id,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
8023,-1,8689,57,50,48,53,46,51,56,55,4087,57,50,48,53,46,51,56,55,1.85,3.4,4.0,2.0,3.0,4.2,1.85,3.4,4.1,1.83,3.4,4.5
8024,1,8689,57,50,48,53,46,51,56,55,7819,57,50,48,53,46,51,56,55,1.91,3.5,4.0,1.95,3.25,4.0,2.0,3.2,3.75,1.95,3.3,4.0
8025,1,8689,57,50,48,53,46,51,56,55,8588,57,50,48,53,46,51,56,55,1.8,3.3,4.0,1.85,3.2,4.6,1.85,3.4,4.1,1.83,3.4,4.5
8026,-1,8689,57,50,48,53,46,51,56,55,9851,57,50,48,53,46,51,56,55,2.05,3.3,3.0,2.05,3.1,3.8,2.1,3.2,3.4,2.0,3.2,4.0
8027,0,8689,57,50,48,53,46,51,56,55,10249,57,50,48,53,46,51,56,55,2.38,3.2,3.0,2.4,3.0,3.1,2.4,3.15,2.9,2.37,3.1,3.1
8028,0,8689,57,50,48,53,46,51,56,55,9831,57,50,48,53,46,51,56,55,1.75,3.4,5.0,1.83,3.4,5.0,1.9,3.35,3.9,1.8,3.25,5.0
8029,0,8689,57,50,48,53,46,51,56,55,9748,57,50,48,53,46,51,56,55,3.25,3.25,2.0,3.1,3.2,2.3,3.2,3.2,2.2,3.3,3.3,2.2
8030,0,8689,57,50,48,53,46,51,56,55,8592,57,50,48,53,46,51,56,55,4.2,3.5,1.0,4.0,3.4,1.91,4.1,3.4,1.85,4.0,3.3,1.95
8031,1,8689,57,50,48,53,46,51,56,55,8639,57,50,48,53,46,51,56,55,2.75,3.0,2.0,2.65,3.1,2.7,2.8,3.1,2.5,2.75,3.0,2.75
8032,-1,8689,57,50,48,53,46,51,56,55,9847,57,50,48,53,46,51,56,55,7.0,4.33,1.0,6.75,3.9,1.5,7.0,4.0,1.45,7.5,4.2,1.44
8033,1,8689,57,50,48,53,46,51,56,55,7794,57,50,48,53,46,51,56,55,1.95,3.3,4.0,1.95,3.4,3.8,2.0,3.2,3.75,1.95,3.3,4.0
8034,-1,8689,57,50,48,53,46,51,56,55,9941,57,50,48,53,46,51,56,55,2.15,3.25,3.0,2.15,3.2,3.4,2.1,3.2,3.4,2.15,3.25,3.6
8035,-1,8689,57,50,48,53,46,51,56,55,9830,57,50,48,53,46,51,56,55,2.38,3.1,3.0,2.35,3.1,3.1,2.3,3.1,3.1,2.3,3.1,3.25
8036,1,8689,57,50,48,53,46,51,56,55,8550,57,50,48,53,46,51,56,55,1.91,3.4,4.0,1.95,3.1,4.25,1.9,3.35,3.9,1.95,3.25,4.1
8037,0,8689,60,42,48,53,64,43,47,48,4087,60,42,48,53,64,43,47,48,1.85,3.4,4.0,1.83,3.3,4.6,1.9,3.2,4.2,1.9,3.3,4.2
8038,0,8689,60,42,48,53,64,43,47,48,9829,60,42,48,53,64,43,47,48,3.6,3.3,2.0,3.9,3.1,2.05,3.75,3.2,2.0,4.0,3.4,1.9
8039,1,8689,60,42,48,53,64,43,47,48,9831,60,42,48,53,64,43,47,48,2.0,3.1,4.0,1.95,3.2,4.2,2.0,3.2,3.75,2.0,3.1,4.0
8040,-1,8689,60,42,48,53,64,43,47,48,9941,60,42,48,53,64,43,47,48,2.0,3.2,4.0,2.05,3.1,4.0,2.15,3.2,3.3,2.1,3.25,3.5
8041,1,8689,60,42,48,53,64,43,47,48,9873,60,42,48,53,64,43,47,48,1.91,3.4,4.0,1.91,3.3,4.2,2.0,3.2,3.75,2.0,3.25,3.9
8042,-1,8689,60,42,48,53,64,43,47,48,8639,60,42,48,53,64,43,47,48,5.5,3.75,1.0,5.0,3.5,1.72,4.85,3.5,1.7,5.0,3.5,1.7
8043,1,8689,60,42,48,53,64,43,47,48,9874,60,42,48,53,64,43,47,48,1.75,3.4,5.0,1.78,3.4,4.75,1.8,3.4,4.35,1.85,3.3,4.5
8044,1,8689,60,42,48,53,64,43,47,48,8576,60,42,48,53,64,43,47,48,1.4,4.33,8.0,1.44,4.0,7.75,1.45,4.0,7.0,1.4,4.0,8.0
8045,-1,8689,60,42,48,53,64,43,47,48,8592,60,42,48,53,64,43,47,48,2.88,3.2,2.0,2.95,3.25,2.4,2.9,3.15,2.4,2.8,3.25,2.5
8046,0,8689,60,42,48,53,64,43,47,48,7794,60,42,48,53,64,43,47,48,1.75,3.4,5.0,1.8,3.1,5.25,1.85,3.4,4.1,1.83,3.3,4.75
8047,0,8689,60,42,48,53,64,43,47,48,9837,60,42,48,53,64,43,47,48,1.91,3.3,4.0,1.95,3.1,4.33,1.9,3.35,3.9,2.0,3.4,3.8
8048,0,8689,60,42,48,53,64,43,47,48,9827,60,42,48,53,64,43,47,48,2.63,3.1,2.0,2.6,3.0,2.9,2.5,3.1,2.8,2.4,3.25,2.9
8049,-1,8689,60,42,48,53,64,43,47,48,9847,60,42,48,53,64,43,47,48,8.0,4.4,1.0,7.25,4.2,1.45,7.0,4.0,1.45,7.5,4.2,1.44
8050,0,8689,60,42,48,53,64,43,47,48,10249,60,42,48,53,64,43,47,48,2.25,3.2,3.0,2.3,3.0,3.3,2.2,3.1,3.3,2.2,3.2,3.4
8051,1,8689,60,42,48,53,64,43,47,48,9830,60,42,48,53,64,43,47,48,2.15,3.2,3.0,2.15,3.2,3.5,2.0,3.2,3.75,2.0,3.3,3.8
8052,0,8689,60,42,48,53,64,43,47,48,9748,60,42,48,53,64,43,47,48,2.5,3.1,2.0,2.4,3.2,3.0,2.4,3.15,2.9,2.4,3.2,3.0
8053,1,8689,60,42,48,53,64,43,47,48,9851,60,42,48,53,64,43,47,48,2.1,3.2,3.0,2.2,3.1,3.5,2.1,3.2,3.4,2.15,3.2,3.5
8054,1,8689,60,42,48,53,64,43,47,48,9747,60,42,48,53,64,43,47,48,1.91,3.2,4.0,1.87,3.2,4.5,1.95,3.25,3.85,1.9,3.4,4.0
8055,1,8689,60,42,48,53,64,43,47,48,9853,60,42,48,53,64,43,47,48,2.75,3.2,2.0,2.8,3.1,2.6,2.8,3.1,2.5,2.9,3.1,2.5
8056,-1,8696,45,55,70,70,65,45,55,50,8634,45,55,70,70,65,45,55,50,10.0,5.0,1.0,8.5,5.4,1.25,8.5,4.5,1.35,10.0,5.0,1.29
8057,1,8696,45,55,70,70,65,45,55,50,9868,45,55,70,70,65,45,55,50,1.73,3.5,5.0,1.7,3.5,4.75,1.75,3.5,4.6,1.67,3.3,4.5
8058,1,8696,45,55,70,70,65,45,55,50,8558,45,55,70,70,65,45,55,50,2.1,3.3,3.0,2.15,3.25,3.25,2.1,3.25,3.4,2.1,3.2,3.0
8059,0,8696,45,55,70,70,65,45,55,50,10281,45,55,70,70,65,45,55,50,2.0,3.3,3.0,1.95,3.3,3.75,1.9,3.3,3.9,1.83,3.2,3.75
8060,-1,8696,45,55,70,70,65,45,55,50,8302,45,55,70,70,65,45,55,50,3.2,3.3,2.0,3.2,3.3,2.15,2.9,3.3,2.2,3.0,3.5,2.2
8061,-1,8696,45,55,70,70,65,45,55,50,10267,45,55,70,70,65,45,55,50,3.4,3.4,2.0,3.35,3.3,2.0,3.35,3.3,2.1,2.75,3.25,2.2
8062,-1,8696,45,55,70,70,65,45,55,50,9864,45,55,70,70,65,45,55,50,2.0,3.3,3.0,2.05,3.25,3.5,2.05,3.15,3.6,2.0,3.2,3.2
8063,1,8696,45,55,70,70,65,45,55,50,9867,45,55,70,70,65,45,55,50,2.0,3.4,3.0,1.95,3.25,3.8,2.0,3.3,3.6,1.91,3.25,3.4
8064,0,8696,45,55,70,70,65,45,55,50,9906,45,55,70,70,65,45,55,50,2.4,3.3,2.0,2.5,3.3,2.85,2.4,3.1,2.95,2.25,3.2,2.75
8065,0,8696,45,55,70,70,65,45,55,50,8661,45,55,70,70,65,45,55,50,2.35,3.3,3.0,2.35,3.25,2.9,2.4,3.3,2.8,2.25,3.2,2.75
8066,0,8696,45,55,70,70,65,45,55,50,8394,45,55,70,70,65,45,55,50,2.2,3.3,3.0,2.25,3.25,3.05,2.1,3.3,3.5,2.1,3.2,3.0
8067,0,8696,45,55,70,70,65,45,55,50,8371,45,55,70,70,65,45,55,50,2.3,3.3,3.0,2.25,3.25,3.05,2.1,3.25,3.4,2.2,3.2,2.8
8068,-1,8696,45,55,70,70,65,45,55,50,9783,45,55,70,70,65,45,55,50,2.63,3.25,2.0,2.5,3.3,2.65,2.6,3.3,2.5,2.6,3.2,2.38
8069,-1,8696,45,55,70,70,65,45,55,50,8305,45,55,70,70,65,45,55,50,2.15,3.3,3.0,2.05,3.25,3.25,2.1,3.25,3.4,1.91,3.2,3.5
8070,-1,8696,45,55,70,70,65,45,55,50,9865,45,55,70,70,65,45,55,50,2.1,3.3,3.0,2.15,3.25,3.25,2.1,3.25,3.4,2.1,3.2,3.0
8071,-1,8696,45,55,70,70,65,45,55,50,10205,45,55,70,70,65,45,55,50,3.0,3.25,2.0,2.9,3.3,2.3,2.6,3.3,2.4,2.6,3.2,2.38
8072,-1,8696,45,55,70,70,65,45,55,50,8315,45,55,70,70,65,45,55,50,2.25,3.3,3.0,2.2,3.35,3.05,2.2,3.2,3.2,2.25,3.2,2.75
8073,1,8696,45,55,70,70,65,45,55,50,9869,45,55,70,70,65,45,55,50,1.3,5.25,9.0,1.25,5.5,10.0,1.25,5.0,10.0,1.29,4.5,8.0
8074,-1,8696,45,55,70,70,65,45,55,50,8633,45,55,70,70,65,45,55,50,9.5,5.25,1.0,9.0,5.0,1.3,9.0,4.6,1.33,8.0,5.0,1.25
8075,0,8696,53,56,73,72,39,47,37,53,9869,53,56,73,72,39,47,37,53,1.91,3.4,4.0,1.9,3.35,3.9,1.8,3.4,4.0,1.91,3.4,4.0
8076,1,8696,53,56,73,72,39,47,37,53,9865,53,56,73,72,39,47,37,53,2.1,3.3,3.0,2.1,3.3,3.3,2.1,3.2,3.2,2.2,3.3,3.3
8077,1,8696,53,56,73,72,39,47,37,53,8560,53,56,73,72,39,47,37,53,2.0,3.5,3.0,1.95,3.3,3.75,1.9,3.3,3.7,2.0,3.4,3.75
8078,0,8696,53,56,73,72,39,47,37,53,10278,53,56,73,72,39,47,37,53,1.91,3.4,4.0,1.9,3.35,3.9,2.0,3.3,3.3,1.91,3.4,4.0
8079,1,8696,53,56,73,72,39,47,37,53,9783,53,56,73,72,39,47,37,53,2.2,3.2,3.0,2.15,3.25,3.25,2.3,3.2,2.8,2.25,3.2,2.75
8080,1,8696,53,56,73,72,39,47,37,53,8371,53,56,73,72,39,47,37,53,2.5,3.3,2.0,2.4,3.2,2.85,2.3,2.9,3.1,2.38,3.2,3.0
8081,-1,8696,53,56,73,72,39,47,37,53,8305,53,56,73,72,39,47,37,53,2.4,3.3,2.0,2.45,3.25,2.75,2.3,3.2,2.8,2.25,3.2,2.75
8082,-1,8696,53,56,73,72,39,47,37,53,9864,53,56,73,72,39,47,37,53,2.3,3.3,3.0,2.2,3.25,3.1,2.0,3.3,3.3,2.3,3.4,3.0
8083,0,8696,53,56,73,72,39,47,37,53,8581,53,56,73,72,39,47,37,53,1.91,3.4,4.0,1.91,3.3,3.9,2.0,3.3,3.3,1.83,3.4,4.33
8084,-1,8696,53,56,73,72,39,47,37,53,8315,53,56,73,72,39,47,37,53,3.0,3.5,2.0,3.0,3.65,2.1,2.7,3.3,2.3,2.75,3.25,2.2
8085,1,8696,53,56,73,72,39,47,37,53,8661,53,56,73,72,39,47,37,53,2.2,3.25,3.0,2.15,3.25,3.25,2.1,3.3,3.1,2.25,3.25,3.25
8086,1,8696,53,56,73,72,39,47,37,53,8394,53,56,73,72,39,47,37,53,2.25,3.2,3.0,2.2,3.25,3.15,2.2,3.3,2.9,2.25,3.2,3.2
8087,0,8696,53,56,73,72,39,47,37,53,10267,53,56,73,72,39,47,37,53,3.5,3.3,2.0,3.4,3.2,2.1,3.1,3.3,2.1,3.3,3.3,2.2
8088,-1,8696,53,56,73,72,39,47,37,53,8634,53,56,73,72,39,47,37,53,15.0,6.0,1.0,12.5,6.0,1.2,9.0,5.0,1.27,10.0,5.0,1.22
8089,0,8696,53,56,73,72,39,47,37,53,8558,53,56,73,72,39,47,37,53,2.38,3.0,3.0,2.3,3.1,3.1,2.2,3.2,3.0,2.38,3.25,3.0
8090,0,8696,53,56,73,72,39,47,37,53,10205,53,56,73,72,39,47,37,53,2.8,3.25,2.0,2.85,3.2,2.4,2.6,3.3,2.4,2.8,3.3,2.5
8091,-1,8696,53,56,73,72,39,47,37,53,8633,53,56,73,72,39,47,37,53,8.0,4.75,1.0,8.0,5.0,1.38,7.0,4.1,1.4,7.0,3.75,1.4
8092,1,8696,53,56,73,72,39,47,37,53,8302,53,56,73,72,39,47,37,53,3.0,3.4,2.0,3.0,3.3,2.25,2.8,3.2,2.3,2.75,3.2,2.25
8093,1,8696,53,56,73,72,39,47,37,53,9906,53,56,73,72,39,47,37,53,3.2,3.3,2.0,3.2,3.3,2.15,2.9,3.3,2.2,2.88,3.5,2.3
8094,-1,8696,43,44,61,71,50,50,50,68,8315,43,44,61,71,50,50,50,68,3.6,3.5,2.0,3.8,3.55,1.88,3.3,3.3,2.0,3.75,3.6,1.91
8095,0,8696,43,44,61,71,50,50,50,68,8370,43,44,61,71,50,50,50,68,2.2,3.3,3.0,2.15,3.2,3.4,2.0,3.2,3.4,2.2,3.25,3.3
8096,0,8696,43,44,61,71,50,50,50,68,10267,43,44,61,71,50,50,50,68,3.25,3.3,2.0,3.3,3.3,2.15,3.3,3.1,2.1,3.4,3.25,2.1
8097,-1,8696,43,44,61,71,50,50,50,68,8305,43,44,61,71,50,50,50,68,2.5,3.2,2.0,2.5,3.2,2.8,2.3,3.2,2.8,2.4,3.25,2.88
8098,-1,8696,43,44,61,71,50,50,50,68,8634,43,44,61,71,50,50,50,68,13.0,6.0,1.0,12.5,5.25,1.25,9.0,5.0,1.28,12.0,6.0,1.22
8099,0,8696,43,44,61,71,50,50,50,68,9869,43,44,61,71,50,50,50,68,2.05,3.25,3.0,2.05,3.3,3.9,1.85,3.4,3.8,2.0,3.3,3.5
8100,1,8696,43,44,61,71,50,50,50,68,8603,43,44,61,71,50,50,50,68,2.6,3.2,2.0,2.55,3.25,2.7,2.4,3.2,2.7,2.6,3.2,2.7
8101,0,8696,43,44,61,71,50,50,50,68,8633,43,44,61,71,50,50,50,68,13.0,6.5,1.0,12.0,6.0,1.22,11.0,5.3,1.22,11.0,6.5,1.22
8102,1,8696,43,44,61,71,50,50,50,68,8394,43,44,61,71,50,50,50,68,2.0,3.3,3.0,2.0,3.3,3.75,2.0,3.3,3.3,2.05,3.25,3.5
8103,-1,8696,43,44,61,71,50,50,50,68,9864,43,44,61,71,50,50,50,68,3.2,3.2,2.0,3.1,3.2,2.4,2.7,3.2,2.4,3.0,3.2,2.38
8104,-1,8696,43,44,61,71,50,50,50,68,8558,43,44,61,71,50,50,50,68,2.5,3.2,2.0,2.4,3.1,3.0,2.3,3.2,2.8,2.38,3.25,2.9
8105,-1,8696,43,44,61,71,50,50,50,68,7878,43,44,61,71,50,50,50,68,2.1,3.3,3.0,2.2,3.25,3.5,1.9,3.3,3.7,2.15,3.25,3.3
8106,-1,8696,43,44,61,71,50,50,50,68,8371,43,44,61,71,50,50,50,68,6.0,4.0,1.0,5.0,4.1,1.6,5.3,4.0,1.5,5.0,4.0,1.62
8107,0,8696,43,44,61,71,50,50,50,68,9906,43,44,61,71,50,50,50,68,3.75,3.4,2.0,3.8,3.3,2.05,3.2,3.2,2.1,3.4,3.4,2.1
8108,1,8696,43,44,61,71,50,50,50,68,10205,43,44,61,71,50,50,50,68,2.75,3.2,2.0,2.55,3.25,2.7,2.5,3.2,2.6,2.6,3.2,2.7
8109,0,8696,43,44,61,71,50,50,50,68,8560,43,44,61,71,50,50,50,68,2.1,3.3,3.0,2.1,3.25,3.5,2.1,3.3,3.1,2.15,3.2,3.25
8110,0,8696,43,44,61,71,50,50,50,68,8581,43,44,61,71,50,50,50,68,2.1,3.3,3.0,1.95,3.35,3.8,1.9,3.3,3.7,2.1,3.4,3.4
8111,-1,8696,43,44,61,71,50,50,50,68,8661,43,44,61,71,50,50,50,68,2.7,3.2,2.0,2.45,3.2,2.85,2.6,3.2,2.5,2.5,3.1,2.9
8112,-1,8696,43,44,61,71,50,50,50,68,8302,43,44,61,71,50,50,50,68,3.2,3.25,2.0,3.3,3.2,2.2,2.8,3.2,2.3,3.0,3.2,2.38
8113,0,8697,54,40,68,58,48,49,50,65,8178,54,40,68,58,48,49,50,65,2.2,3.4,3.0,2.3,3.4,2.95,2.2,3.3,2.9,2.3,3.5,2.88
8114,-1,8697,54,40,68,58,48,49,50,65,9823,54,40,68,58,48,49,50,65,3.2,3.4,2.0,3.2,3.3,2.2,2.7,3.4,2.3,3.2,3.6,2.1
8115,1,8697,54,40,68,58,48,49,50,65,8721,54,40,68,58,48,49,50,65,1.62,4.0,5.0,1.67,4.1,4.75,1.62,3.5,5.0,1.62,3.75,5.5
8116,-1,8697,54,40,68,58,48,49,50,65,10189,54,40,68,58,48,49,50,65,2.5,3.4,2.0,2.5,3.6,2.55,2.5,3.35,2.5,2.6,3.4,2.6
8117,1,8697,54,40,68,58,48,49,50,65,10269,54,40,68,58,48,49,50,65,2.1,3.4,3.0,2.2,3.5,3.25,2.1,3.3,3.1,2.2,3.5,3.1
8118,1,8697,54,40,68,58,48,49,50,65,8722,54,40,68,58,48,49,50,65,1.44,4.2,7.0,1.53,4.2,5.5,1.52,3.9,5.3,1.53,4.0,6.0
8119,1,8697,54,40,68,58,48,49,50,65,9904,54,40,68,58,48,49,50,65,2.0,3.5,3.0,2.0,3.5,3.5,2.0,3.3,3.3,1.95,3.5,3.75
8120,0,8697,54,40,68,58,48,49,50,65,8406,54,40,68,58,48,49,50,65,1.8,3.5,4.0,1.78,3.5,4.5,1.75,3.4,4.3,1.8,3.5,4.5
8121,-1,8697,54,40,68,58,48,49,50,65,8165,54,40,68,58,48,49,50,65,1.8,3.5,4.0,1.72,3.75,4.5,1.65,3.5,4.6,1.73,3.75,4.5
8122,-1,8697,54,40,68,58,48,49,50,65,9905,54,40,68,58,48,49,50,65,2.1,3.4,3.0,2.05,3.5,3.4,2.0,3.3,3.3,1.95,3.5,3.75
8123,0,8697,54,40,68,58,48,49,50,65,8226,54,40,68,58,48,49,50,65,1.83,3.5,4.0,1.91,3.4,4.0,1.85,3.4,3.8,1.83,3.6,4.2
8124,1,8697,54,40,68,58,48,49,50,65,8358,54,40,68,58,48,49,50,65,1.55,4.0,6.0,1.6,4.0,5.0,1.5,3.9,5.5,1.57,4.0,5.5
8125,0,8697,54,40,68,58,48,49,50,65,9788,54,40,68,58,48,49,50,65,2.4,3.4,2.0,2.45,3.4,2.9,2.4,3.1,2.8,2.4,3.4,2.8
8126,1,8697,54,40,68,58,48,49,50,65,9790,54,40,68,58,48,49,50,65,1.6,4.2,5.0,1.65,4.25,4.75,1.65,3.5,4.6,1.57,4.0,5.5
8127,1,8697,54,40,68,58,48,49,50,65,8177,54,40,68,58,48,49,50,65,1.83,3.5,4.0,1.8,3.75,4.0,1.7,3.5,4.4,1.75,3.75,4.33
8128,1,8697,54,40,68,58,48,49,50,65,8350,54,40,68,58,48,49,50,65,1.8,3.6,4.0,1.88,3.55,3.75,1.7,3.5,4.4,1.83,3.5,4.33
8129,-1,8697,54,40,68,58,48,49,50,65,9789,54,40,68,58,48,49,50,65,2.8,3.5,2.0,2.9,3.5,2.4,2.5,3.35,2.5,2.8,3.5,2.38
8130,1,8697,64,40,65,48,64,64,48,68,8226,64,40,65,48,64,64,48,68,2.0,3.5,3.0,2.05,3.45,3.3,2.0,3.3,3.3,2.0,3.5,3.6
8131,-1,8697,64,40,65,48,64,64,48,68,8350,64,40,65,48,64,64,48,68,1.62,4.0,5.0,1.6,3.8,5.2,1.6,3.6,5.0,1.62,3.75,5.5
8132,0,8697,64,40,65,48,64,64,48,68,10269,64,40,65,48,64,64,48,68,2.2,3.4,3.0,2.15,3.6,2.95,2.0,3.3,3.3,2.1,3.6,3.25
8133,-1,8697,64,40,65,48,64,64,48,68,8165,64,40,65,48,64,64,48,68,1.5,4.33,6.0,1.5,4.0,6.0,1.5,3.8,5.7,1.5,4.2,6.5
8134,0,8697,64,40,65,48,64,64,48,68,9788,64,40,65,48,64,64,48,68,1.67,3.75,5.0,1.65,3.9,4.6,1.6,3.6,5.0,1.67,4.0,4.75
8135,0,8697,64,40,65,48,64,64,48,68,9904,64,40,65,48,64,64,48,68,1.73,3.75,4.0,1.75,3.6,4.3,1.8,3.4,4.0,1.8,3.6,4.33
8136,1,8697,64,40,65,48,64,64,48,68,8152,64,40,65,48,64,64,48,68,1.75,3.75,4.0,1.78,3.7,4.6,1.7,3.5,4.4,1.67,3.4,4.33
8137,-1,8697,64,40,65,48,64,64,48,68,9823,64,40,65,48,64,64,48,68,4.75,4.0,1.0,4.7,3.8,1.65,4.3,3.4,1.75,4.5,3.75,1.73
8138,0,8697,64,40,65,48,64,64,48,68,9810,64,40,65,48,64,64,48,68,1.91,3.6,3.0,1.9,3.5,3.7,1.85,3.5,3.7,1.91,3.4,4.0
8139,0,8697,64,40,65,48,64,64,48,68,8178,64,40,65,48,64,64,48,68,3.1,3.4,2.0,2.75,3.55,2.3,2.6,3.3,2.4,3.0,3.5,2.25
8140,1,8697,64,40,65,48,64,64,48,68,8722,64,40,65,48,64,64,48,68,1.4,4.75,7.0,1.35,4.65,8.0,1.35,4.5,7.3,1.4,4.33,8.0
8141,-1,8697,64,40,65,48,64,64,48,68,9905,64,40,65,48,64,64,48,68,1.44,4.33,7.0,1.45,4.2,6.5,1.45,4.2,6.0,1.44,4.33,7.0
8142,1,8697,64,40,65,48,64,64,48,68,9789,64,40,65,48,64,64,48,68,2.0,3.6,3.0,2.05,3.45,3.3,2.0,3.3,3.3,2.0,3.6,3.5
8143,-1,8697,64,40,65,48,64,64,48,68,8721,64,40,65,48,64,64,48,68,2.1,3.6,3.0,2.0,3.6,3.3,2.0,3.5,3.1,2.05,3.6,3.3
8144,0,8697,64,40,65,48,64,64,48,68,10189,64,40,65,48,64,64,48,68,2.1,3.4,3.0,2.1,3.4,3.2,2.1,3.3,3.1,2.0,3.5,3.6
8145,1,8697,64,40,65,48,64,64,48,68,8358,64,40,65,48,64,64,48,68,1.53,4.33,5.0,1.5,4.0,6.0,1.5,3.8,5.7,1.53,4.0,6.0
8146,1,8697,64,40,65,48,64,64,48,68,9790,64,40,65,48,64,64,48,68,2.4,3.3,2.0,2.3,3.3,2.9,2.2,3.3,2.9,2.38,3.4,2.88
8147,-1,8697,70,40,70,40,70,70,65,70,10189,70,40,70,40,70,70,65,70,1.8,3.5,4.0,1.85,3.3,4.2,1.9,3.3,3.9,1.8,3.3,3.75
8148,0,8697,70,40,70,40,70,70,65,70,8721,70,40,70,40,70,70,65,70,1.8,3.8,4.0,1.8,3.4,4.3,1.85,3.5,3.9,1.8,3.3,3.75
8149,1,8697,70,40,70,40,70,70,65,70,8177,70,40,70,40,70,70,65,70,1.44,4.33,7.0,1.48,4.25,7.0,1.5,3.8,6.7,1.44,4.2,7.5
8150,1,8697,70,40,70,40,70,70,65,70,9911,70,40,70,40,70,70,65,70,1.33,5.0,9.0,1.35,4.65,8.0,1.37,4.6,7.5,1.33,4.33,7.0
8151,0,8697,70,40,70,40,70,70,65,70,9790,70,40,70,40,70,70,65,70,1.62,4.0,5.0,1.6,4.0,4.9,1.6,3.6,5.0,1.53,3.75,5.0
8152,1,8697,70,40,70,40,70,70,65,70,8722,70,40,70,40,70,70,65,70,1.29,5.0,11.0,1.3,5.0,9.0,1.25,5.0,10.0,1.25,5.0,8.0
8153,1,8697,70,40,70,40,70,70,65,70,9788,70,40,70,40,70,70,65,70,1.4,4.5,7.0,1.45,3.8,6.8,1.4,4.3,7.5,1.4,3.75,7.0
8154,1,8697,70,40,70,40,70,70,65,70,8358,70,40,70,40,70,70,65,70,1.33,4.75,10.0,1.31,4.9,8.65,1.3,5.0,9.0,1.29,4.5,8.0
8155,1,8697,70,40,70,40,70,70,65,70,8165,70,40,70,40,70,70,65,70,1.4,4.5,8.0,1.35,4.75,7.75,1.4,4.5,7.0,1.3,4.33,8.0
8156,0,8697,70,40,70,40,70,70,65,70,10269,70,40,70,40,70,70,65,70,2.0,3.5,3.0,2.0,3.25,3.65,2.0,3.3,3.6,1.83,3.3,3.6
8157,0,8697,70,40,70,40,70,70,65,70,9789,70,40,70,40,70,70,65,70,1.62,3.8,5.0,1.6,3.7,5.35,1.55,3.7,6.0,1.57,3.5,5.0
8158,1,8697,70,40,70,40,70,70,65,70,8226,70,40,70,40,70,70,65,70,1.83,3.4,4.0,1.85,3.4,4.05,1.8,3.5,4.1,1.73,3.2,4.33
8159,1,8697,70,40,70,40,70,70,65,70,9905,70,40,70,40,70,70,65,70,1.36,4.75,8.0,1.35,4.4,7.6,1.4,4.5,7.0,1.36,4.0,7.0
8160,0,8697,70,40,70,40,70,70,65,70,8178,70,40,70,40,70,70,65,70,2.25,3.25,3.0,2.15,3.45,3.35,2.1,3.35,3.3,2.1,3.2,3.0
8161,0,8697,70,40,70,40,70,70,65,70,9904,70,40,70,40,70,70,65,70,1.36,4.75,8.0,1.35,4.35,7.75,1.4,4.5,7.0,1.36,4.0,7.0
8162,-1,8697,70,40,70,40,70,70,65,70,9810,70,40,70,40,70,70,65,70,1.4,4.5,8.0,1.4,4.15,7.0,1.45,4.0,7.0,1.36,4.0,7.0
8163,-1,8697,70,40,70,40,70,70,65,70,9823,70,40,70,40,70,70,65,70,3.1,3.3,2.0,3.25,3.25,2.15,2.9,3.3,2.3,3.0,3.2,2.1
8164,0,8697,40,47,37,40,51,40,50,45,8165,40,47,37,40,51,40,50,45,2.05,3.5,3.0,2.05,3.3,3.7,2.0,3.3,3.6,2.05,3.4,3.5
8165,0,8697,40,47,37,40,51,40,50,45,10189,40,47,37,40,51,40,50,45,3.6,3.6,1.0,3.7,3.7,1.91,3.3,3.3,2.1,3.5,3.6,2.0
8166,-1,8697,40,47,37,40,51,40,50,45,8721,40,47,37,40,51,40,50,45,3.1,3.4,2.0,3.1,3.5,2.2,0.0,0.0,0.0,3.1,3.4,2.25
8167,0,8697,40,47,37,40,51,40,50,45,10269,40,47,37,40,51,40,50,45,2.5,3.4,2.0,2.45,3.5,2.7,2.3,3.3,2.9,2.25,3.4,3.1
8168,-1,8697,40,47,37,40,51,40,50,45,9810,40,47,37,40,51,40,50,45,2.45,3.3,2.0,2.5,3.4,2.7,2.35,3.3,2.85,2.37,3.4,2.87
8169,0,8697,40,47,37,40,51,40,50,45,8358,40,47,37,40,51,40,50,45,1.95,3.4,3.0,2.0,3.5,3.6,1.85,3.45,4.0,1.9,3.6,3.75
8170,1,8697,40,47,37,40,51,40,50,45,8177,40,47,37,40,51,40,50,45,2.63,3.5,2.0,2.6,3.5,2.5,2.4,3.4,2.7,2.5,3.5,2.62
8171,1,8697,40,47,37,40,51,40,50,45,8226,40,47,37,40,51,40,50,45,2.8,3.6,2.0,2.95,3.6,2.2,2.65,3.3,2.5,2.8,3.5,2.38
8172,1,8697,40,47,37,40,51,40,50,45,9790,40,47,37,40,51,40,50,45,2.63,3.5,2.0,2.65,3.6,2.6,2.55,3.4,2.55,2.5,3.5,2.62
